title,Average rating
Starship Troopers (1997),3.36046511627907
Cars (2006),3.36
"Birdcage, The (1996)",3.36
"Living Daylights, The (1987)",3.357142857142857
"Island, The (2005)",3.357142857142857
Varsity Blues (1999),3.357142857142857
"Wings of Desire (Himmel über Berlin, Der) (1987)",3.357142857142857
Smokin' Aces (2006),3.357142857142857
Parenthood (1989),3.357142857142857
"American Werewolf in London, An (1981)",3.357142857142857
Naked Lunch (1991),3.357142857142857
"Rundown, The (2003)",3.357142857142857
It (2017),3.357142857142857
"Golden Child, The (1986)",3.357142857142857
Tenacious D in The Pick of Destiny (2006),3.357142857142857
Transporter 2 (2005),3.357142857142857
"Santa Clause, The (1994)",3.3555555555555556
Mr. & Mrs. Smith (2005),3.3548387096774195
"Fly, The (1986)",3.3529411764705883
101 Dalmatians (One Hundred and One Dalmatians) (1961),3.3518518518518516
The Man from U.N.C.L.E. (2015),3.35
"Maze Runner, The (2014)",3.35
Divergent (2014),3.35
Point Break (1991),3.35
"Knight's Tale, A (2001)",3.347826086956522
Underworld (2003),3.3461538461538463
Titan A.E. (2000),3.3461538461538463
Moonraker (1979),3.3461538461538463
Final Fantasy: The Spirits Within (2001),3.3461538461538463
Sleepless in Seattle (1993),3.341666666666667
Meet the Parents (2000),3.34
Air Force One (1997),3.338709677419355
Mrs. Doubtfire (1993),3.335526315789474
"Seven Year Itch, The (1955)",3.3333333333333335
Nothing to Lose (1997),3.3333333333333335
Sugar & Spice (2001),3.3333333333333335
"Hidden, The (1987)",3.3333333333333335
Conan the Destroyer (1984),3.3333333333333335
Two Weeks Notice (2002),3.3333333333333335
10 (1979),3.3333333333333335
The Alamo (2004),3.3333333333333335
Kung Fu Panda 2 (2011),3.3333333333333335
"Civil Action, A (1998)",3.3333333333333335
Pit and the Pendulum (1961),3.3333333333333335
Orphan (2009),3.3333333333333335
"Candidate, The (1972)",3.3333333333333335
Outlander (2008),3.3333333333333335
Breakdown (1997),3.3333333333333335
"Counterfeiters, The (Die Fälscher) (2007)",3.3333333333333335
How to Be Single (2016),3.3333333333333335
Lost in La Mancha (2002),3.3333333333333335
"Yours, Mine and Ours (2005)",3.3333333333333335
"Closet, The (Placard, Le) (2001)",3.3333333333333335
Pacific Heights (1990),3.3333333333333335
"Scanner Darkly, A (2006)",3.3333333333333335
"Interpreter, The (2005)",3.3333333333333335
Ridicule (1996),3.3333333333333335
Barefoot in the Park (1967),3.3333333333333335
Killing Them Softly (2012),3.3333333333333335
She's Out of My League (2010),3.3333333333333335
"Talented Mr. Ripley, The (1999)",3.3333333333333335
Great Expectations (1998),3.3333333333333335
Lovely & Amazing (2001),3.3333333333333335
Ride Along (2014),3.3333333333333335
Hang 'Em High (1968),3.3333333333333335
About Last Night... (1986),3.3333333333333335
Youth (2015),3.3333333333333335
Return to Me (2000),3.3333333333333335
Half Baked (1998),3.3333333333333335
"Butcher's Wife, The (1991)",3.3333333333333335
Mike & Dave Need Wedding Dates (2016),3.3333333333333335
Wanderlust (2012),3.3333333333333335
Dead Calm (1989),3.3333333333333335
Saturn 3 (1980),3.3333333333333335
Transporter 3 (2008),3.3333333333333335
Slap Shot (1977),3.3333333333333335
Jumanji: Welcome to the Jungle (2017),3.3333333333333335
Happy Feet (2006),3.3333333333333335
Hairspray (1988),3.3333333333333335
Hard Target (1993),3.3333333333333335
Burn After Reading (2008),3.3333333333333335
Star Trek: Generations (1994),3.3333333333333335
Antitrust (2001),3.3333333333333335
Twelfth Night (1996),3.3333333333333335
Reversal of Fortune (1990),3.3333333333333335
Boys on the Side (1995),3.3333333333333335
"Cinderella Story, A (2004)",3.3333333333333335
August Rush (2007),3.3333333333333335
Rescue Dawn (2006),3.3333333333333335
Mediterraneo (1991),3.3333333333333335
Good Luck Chuck (2007),3.3333333333333335
Snowpiercer (2013),3.3333333333333335
Primal Fear (1996),3.3333333333333335
"Amazing Panda Adventure, The (1995)",3.3333333333333335
"Phantom of the Opera, The (2004)",3.3333333333333335
Can't Hardly Wait (1998),3.3333333333333335
Married to the Mob (1988),3.3333333333333335
Beasts of the Southern Wild (2012),3.3333333333333335
Sweet November (2001),3.3333333333333335
Identity Thief (2013),3.3333333333333335
Devil in a Blue Dress (1995),3.3333333333333335
Before and After (1996),3.3333333333333335
"Stupids, The (1996)",3.3333333333333335
Bringing Out the Dead (1999),3.3333333333333335
"Lone Ranger, The (2013)",3.3333333333333335
Taxi (1998),3.3333333333333335
Mallrats (1995),3.3333333333333335
Blink (1994),3.3333333333333335
The Jungle Book (2016),3.3333333333333335
Spellbound (1945),3.3333333333333335
"Bear, The (Ours, L') (1988)",3.3333333333333335
"Paris, I Love You (Paris, je t'aime) (2006)",3.3333333333333335
Three to Tango (1999),3.3333333333333335
Stargate (1994),3.331081081081081
Beetlejuice (1988),3.330188679245283
Top Gun (1986),3.3295454545454546
"Mask, The (1994)",3.329113924050633
Corpse Bride (2005),3.3260869565217392
Star Wars: Episode III - Revenge of the Sith (2005),3.3255813953488373
What Women Want (2000),3.3225806451612905
Tarzan (1999),3.3214285714285716
Starsky & Hutch (2004),3.3214285714285716
House of Flying Daggers (Shi mian mai fu) (2004),3.3181818181818183
"Definitely, Maybe (2008)",3.3181818181818183
"Corrina, Corrina (1994)",3.3181818181818183
World War Z (2013),3.3181818181818183
Angels & Demons (2009),3.3181818181818183
"Hard Day's Night, A (1964)",3.3181818181818183
Legends of the Fall (1994),3.317073170731707
My Big Fat Greek Wedding (2002),3.316666666666667
Constantine (2005),3.3157894736842106
Chocolat (2000),3.3125
Beverly Hills Cop (1984),3.3125
Hot Tub Time Machine (2010),3.3125
Mamma Mia! (2008),3.3125
"Fountain, The (2006)",3.3125
"Parent Trap, The (1961)",3.3125
It Could Happen to You (1994),3.3125
American Pie (1999),3.309090909090909
Grumpier Old Men (1995),3.3088235294117645
Houseguest (1994),3.3076923076923075
Rush Hour 2 (2001),3.3076923076923075
Logan's Run (1976),3.3076923076923075
Tron (1982),3.306451612903226
Grindhouse (2007),3.3055555555555554
Jumanji (1995),3.305084745762712
The Butterfly Effect (2004),3.3043478260869565
"Family Stone, The (2005)",3.3
Unstrung Heroes (1995),3.3
"Muppets Take Manhattan, The (1984)",3.3
Jack Reacher (2012),3.3
Dracula (1931),3.3
Focus (2015),3.3
Salt (2010),3.3
"Whole Ten Yards, The (2004)",3.3
Cinderella (1950),3.3
Ravenous (1999),3.3
Girl with a Pearl Earring (2003),3.3
Mouse Hunt (1997),3.3
Don Jon (2013),3.3
Home (2015),3.3
Flirting With Disaster (1996),3.3
Sabrina (1995),3.3
Dune (1984),3.3
Face/Off (1997),3.3
The DUFF (2015),3.3
"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",3.3
The Devil's Advocate (1997),3.293103448275862
"Family Man, The (2000)",3.2916666666666665
Moonstruck (1987),3.2916666666666665
Terminator Salvation (2009),3.2916666666666665
Anastasia (1997),3.2916666666666665
"Book of Eli, The (2010)",3.2916666666666665
Pushing Tin (1999),3.2916666666666665
Rush Hour (1998),3.289473684210526
Executive Decision (1996),3.289473684210526
Nick of Time (1995),3.2857142857142856
Better Off Dead... (1985),3.2857142857142856
Wanted (2008),3.2857142857142856
Gone in 60 Seconds (2000),3.2857142857142856
Machete (2010),3.2857142857142856
Menace II Society (1993),3.2857142857142856
"Jackal, The (1997)",3.2857142857142856
Sudden Death (1995),3.2857142857142856
"Longest Yard, The (2005)",3.2857142857142856
Back to the Future Part III (1990),3.282608695652174
Dracula (Bram Stoker's Dracula) (1992),3.28125
8 Mile (2002),3.28
Ocean's Twelve (2004),3.28
Baby Mama (2008),3.2777777777777777
What Lies Beneath (2000),3.2777777777777777
National Lampoon's Van Wilder (2002),3.2777777777777777
Courage Under Fire (1996),3.2777777777777777
Aladdin and the King of Thieves (1996),3.2777777777777777
Kindergarten Cop (1990),3.2777777777777777
Bambi (1942),3.275
Gremlins (1984),3.275
Lady and the Tramp (1955),3.274193548387097
School of Rock (2003),3.2738095238095237
"Darjeeling Limited, The (2007)",3.272727272727273
Repo Man (1984),3.272727272727273
"Holiday, The (2006)",3.269230769230769
Sleeping Beauty (1959),3.269230769230769
First Blood (Rambo: First Blood) (1982),3.2666666666666666
"Three Musketeers, The (1993)",3.265625
"Negotiator, The (1998)",3.263157894736842
Dangerous Minds (1995),3.261904761904762
"X-Files: Fight the Future, The (1998)",3.261904761904762
Carrie (1976),3.261904761904762
Star Trek VI: The Undiscovered Country (1991),3.260869565217391
Lethal Weapon 2 (1989),3.26
Die Hard 2 (1990),3.2564102564102564
Captain Corelli's Mandolin (2001),3.25
"Great Gatsby, The (2013)",3.25
"Mystery, Alaska (1999)",3.25
Scratch (2001),3.25
In Good Company (2004),3.25
That Darn Cat (1997),3.25
Strange Wilderness (2008),3.25
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),3.25
Unleashed (Danny the Dog) (2005),3.25
Out Cold (2001),3.25
Underworld: Evolution (2006),3.25
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",3.25
Flight of the Navigator (1986),3.25
"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",3.25
Domino (2005),3.25
Dr. Seuss' The Lorax (2012),3.25
Rollerball (1975),3.25
"Kite Runner, The (2007)",3.25
Snow Day (2000),3.25
Predators (2010),3.25
Leaves of Grass (2009),3.25
Bad Company (1995),3.25
The Boss (2016),3.25
Lorenzo's Oil (1992),3.25
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.25
Step Up 2 the Streets (2008),3.25
Masters of the Universe (1987),3.25
Diary of the Dead (2007),3.25
Blue Is the Warmest Color (La vie d'Adèle) (2013),3.25
Hamlet (2000),3.25
"Cat Returns, The (Neko no ongaeshi) (2002)",3.25
Once Upon a Time in Mexico (2003),3.25
Runaway Jury (2003),3.25
"Perfect Score, The (2004)",3.25
Village of the Damned (1960),3.25
Ghost Rider (2007),3.25
Unbelievable Adventures of Italians in Russia (1974),3.25
My Science Project (1985),3.25
Faster Pussycat! Kill! Kill! (1965),3.25
Bedknobs and Broomsticks (1971),3.25
In Her Shoes (2005),3.25
Private Benjamin (1980),3.25
"Pelican Brief, The (1993)",3.25
Hall Pass (2011),3.25
Gigantic (A Tale of Two Johns) (2002),3.25
Licence to Kill (1989),3.25
Turbo Kid (2015),3.25
Whisper of the Heart (Mimi wo sumaseba) (1995),3.25
Analyze That (2002),3.25
"Pagemaster, The (1994)",3.25
"Pirates! Band of Misfits, The (2012)",3.25
Persuasion (2007),3.25
Easter Parade (1948),3.25
Only You (1994),3.25
"Ninth Gate, The (1999)",3.25
Unfaithful (2002),3.25
Toy Soldiers (1991),3.25
Elephant (2003),3.25
Kick-Ass 2 (2013),3.25
Cat People (1982),3.25
Swiss Army Man (2016),3.25
Overboard (1987),3.25
"Affair of the Necklace, The (2001)",3.25
"Last Seduction, The (1994)",3.25
"Bachelor and the Bobby-Soxer, The (1947)",3.25
"Adventures of Baron Munchausen, The (1988)",3.25
Marie Antoinette (2006),3.25
Robot & Frank (2012),3.25
Louis C.K.: Chewed Up (2008),3.25
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.25
Walking Tall (2004),3.25
"Painted Veil, The (2006)",3.25
Owning Mahowny (2003),3.25
One Crazy Summer (1986),3.25
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3.25
Saw (2004),3.25
Everest (2015),3.25
The Spectacular Now (2013),3.25
Click (2006),3.25
[REC] (2007),3.25
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",3.25
Dogtown and Z-Boyz (2001),3.25
Under the Tuscan Sun (2003),3.25
Harriet the Spy (1996),3.25
Fahrenheit 9/11 (2004),3.25
Eddie Murphy Raw (1987),3.25
Brokedown Palace (1999),3.25
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",3.25
For the Bible Tells Me So (2007),3.25
National Treasure: Book of Secrets (2007),3.25
Gone in 60 Seconds (1974),3.25
Something Borrowed (2011),3.25
Little Shop of Horrors (1986),3.25
Fallen (1998),3.25
Terminal Velocity (1994),3.25
"Adjustment Bureau, The (2011)",3.25
Powder (1995),3.25
"Cannonball Run, The (1981)",3.25
"Adventures of Ichabod and Mr. Toad, The (1949)",3.25
"Fast, Cheap & Out of Control (1997)",3.25
Beaches (1988),3.25
100 Girls (2000),3.25
In the Valley of Elah (2007),3.25
Reefer Madness (a.k.a. Tell Your Children) (1938),3.25
"Big One, The (1997)",3.25
Minnie and Moskowitz (1971),3.25
The Ridiculous 6 (2015),3.25
Vampires (1998),3.25
Shiloh (1997),3.25
Bridget Jones: The Edge of Reason (2004),3.25
Cashback (2006),3.25
North Dallas Forty (1979),3.25
"House of the Spirits, The (1993)",3.25
Single White Female (1992),3.25
Camp Nowhere (1994),3.25
"Unbearable Lightness of Being, The (1988)",3.25
Freedom Writers (2007),3.25
One Hour Photo (2002),3.25
"Lovely Bones, The (2009)",3.25
Robin Hood (2010),3.25
"Majestic, The (2001)",3.25
8MM (1999),3.25
Thinner (1996),3.25
"Absent-Minded Professor, The (1961)",3.25
Assault on Precinct 13 (1976),3.25
Young Sherlock Holmes (1985),3.25
Black Sheep (1996),3.25
Let's Be Cops (2014),3.25
Duets (2000),3.25
No Reservations (2007),3.25
"Flower of My Secret, The (La flor de mi secreto) (1995)",3.25
"Descent, The (2005)",3.25
Water for Elephants (2011),3.25
Along Came Polly (2004),3.25
Star Trek: The Motion Picture (1979),3.25
Buried (2010),3.25
Love and Basketball (2000),3.25
"Sitter, The (2011)",3.25
"Hitchhiker's Guide to the Galaxy, The (2005)",3.25
Alien³ (a.k.a. Alien 3) (1992),3.25
"Arrival, The (1996)",3.25
Can't Buy Me Love (1987),3.25
My Man Godfrey (1936),3.25
For Love of the Game (1999),3.25
Prime (2005),3.25
Hook (1991),3.2419354838709675
"Rocky Horror Picture Show, The (1975)",3.2419354838709675
"Mask of Zorro, The (1998)",3.2413793103448274
"Da Vinci Code, The (2006)",3.24
RoboCop (1987),3.236111111111111
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),3.235294117647059
Rushmore (1998),3.234375
Grumpy Old Men (1993),3.2333333333333334
L.A. Story (1991),3.2333333333333334
Iron Man 3 (2013),3.2333333333333334
Shanghai Noon (2000),3.230769230769231
Bad Boys (1995),3.230769230769231
Space Cowboys (2000),3.230769230769231
Bruce Almighty (2003),3.230769230769231
Backdraft (1991),3.227272727272727
"Indian in the Cupboard, The (1995)",3.227272727272727
"Other Guys, The (2010)",3.227272727272727
Ransom (1996),3.225
Spider-Man 3 (2007),3.225
Never Been Kissed (1999),3.2222222222222223
My Cousin Vinny (1992),3.2222222222222223
"Long Kiss Goodnight, The (1996)",3.2222222222222223
"Mist, The (2007)",3.2222222222222223
Working Girl (1988),3.2222222222222223
Star Wars: Episode II - Attack of the Clones (2002),3.2211538461538463
Bulworth (1998),3.21875
That Thing You Do! (1996),3.217391304347826
"Texas Chainsaw Massacre, The (1974)",3.2142857142857144
WarGames (1983),3.2142857142857144
Waiting... (2005),3.2142857142857144
Father of the Bride (1950),3.2142857142857144
Matilda (1996),3.2142857142857144
"Bank Job, The (2008)",3.2142857142857144
Match Point (2005),3.2142857142857144
Nick and Norah's Infinite Playlist (2008),3.2142857142857144
Dunkirk (2017),3.2142857142857144
I Now Pronounce You Chuck and Larry (2007),3.2142857142857144
Double Jeopardy (1999),3.2142857142857144
"Chronicles of Narnia: Prince Caspian, The (2008)",3.2142857142857144
Ruthless People (1986),3.2142857142857144
St. Elmo's Fire (1985),3.2142857142857144
Dirty Work (1998),3.2142857142857144
Paul (2011),3.2142857142857144
Hancock (2008),3.210526315789474
Freaky Friday (2003),3.2083333333333335
"Saint, The (1997)",3.2083333333333335
Cloverfield (2008),3.2058823529411766
Mars Attacks! (1996),3.2037037037037037
Get Hard (2015),3.2
It's Kind of a Funny Story (2010),3.2
"Outsiders, The (1983)",3.2
Firestarter (1984),3.2
Eagle Eye (2008),3.2
Star Wars: The Last Jedi (2017),3.2
Lars and the Real Girl (2007),3.2
In the Bedroom (2001),3.2
21 Grams (2003),3.2
"Bourne Legacy, The (2012)",3.2
Behind Enemy Lines (2001),3.2
Charlie Wilson's War (2007),3.2
Saw IV (2007),3.2
Alive (1993),3.2
Hidalgo (2004),3.2
Frequency (2000),3.2
Tootsie (1982),3.2
Ghost (1990),3.1964285714285716
Splash (1984),3.1964285714285716
"Rescuers, The (1977)",3.1875
Wolf (1994),3.1875
Airheads (1994),3.1875
Red Dawn (1984),3.1875
13 Going on 30 (2004),3.1875
Cool Runnings (1993),3.1842105263157894
Copycat (1995),3.1842105263157894
Dumb & Dumber (Dumb and Dumber) (1994),3.1824324324324325
Bolt (2008),3.1818181818181817
Ted (2012),3.1818181818181817
Men in Black III (M.III.B.) (M.I.B.³) (2012),3.1818181818181817
"Waterboy, The (1998)",3.1785714285714284
"Beach, The (2000)",3.176470588235294
Signs (2002),3.176470588235294
Conan the Barbarian (1982),3.176470588235294
Twister (1996),3.176470588235294
"Cell, The (2000)",3.173076923076923
American Pie 2 (2001),3.173076923076923
Kung Pow: Enter the Fist (2002),3.1666666666666665
How High (2001),3.1666666666666665
Save the Last Dance (2001),3.1666666666666665
Mermaids (1990),3.1666666666666665
"Purple Rose of Cairo, The (1985)",3.1666666666666665
Bad Taste (1987),3.1666666666666665
Kingsman: The Golden Circle (2017),3.1666666666666665
Oz the Great and Powerful (2013),3.1666666666666665
Restrepo (2010),3.1666666666666665
"Tigger Movie, The (2000)",3.1666666666666665
Pumpkin (2002),3.1666666666666665
"Shipping News, The (2001)",3.1666666666666665
Capturing the Friedmans (2003),3.1666666666666665
Rambo (Rambo 4) (2008),3.1666666666666665
"Equalizer, The (2014)",3.1666666666666665
"Rookie, The (2002)",3.1666666666666665
Suicide Kings (1997),3.1666666666666665
Welcome to Mooseport (2004),3.1666666666666665
"Castle, The (1997)",3.1666666666666665
"Medallion, The (2003)",3.1666666666666665
Mannequin (1987),3.1666666666666665
Proof of Life (2000),3.1666666666666665
The Secret Life of Pets (2016),3.1666666666666665
Pootie Tang (2001),3.1666666666666665
Daybreakers (2010),3.1666666666666665
Adventureland (2009),3.1666666666666665
Erik the Viking (1989),3.1666666666666665
Flight (2012),3.1666666666666665
Jennifer 8 (1992),3.1666666666666665
Because of Winn-Dixie (2005),3.1666666666666665
"Adventures of Rocky and Bullwinkle, The (2000)",3.1666666666666665
"Perfect Murder, A (1998)",3.1666666666666665
Igby Goes Down (2002),3.1666666666666665
The Interview (2014),3.1666666666666665
I Am Number Four (2011),3.1666666666666665
Rocky Balboa (2006),3.1666666666666665
Shadow of the Vampire (2000),3.1666666666666665
Cocktail (1988),3.1666666666666665
Windtalkers (2002),3.1666666666666665
"Monuments Men, The (2014)",3.1666666666666665
Firewall (2006),3.1666666666666665
Antwone Fisher (2002),3.1666666666666665
Jersey Girl (2004),3.1666666666666665
"Ringer, The (2005)",3.1666666666666665
Saw V (2008),3.1666666666666665
"Boondock Saints II: All Saints Day, The (2009)",3.1666666666666665
U Turn (1997),3.1666666666666665
Innerspace (1987),3.1666666666666665
Why Him? (2016),3.1666666666666665
Balto (1995),3.1666666666666665
Commando (1985),3.1666666666666665
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),3.1666666666666665
"Man from Snowy River, The (1982)",3.1666666666666665
Rat Race (2001),3.1666666666666665
Cocoon (1985),3.159090909090909
Basic Instinct (1992),3.159090909090909
What About Bob? (1991),3.1578947368421053
Ace Ventura: Pet Detective (1994),3.157608695652174
Wag the Dog (1997),3.15625
Die Another Day (2002),3.15625
Sweet Home Alabama (2002),3.15625
She's All That (1999),3.1538461538461537
Star Trek III: The Search for Spock (1984),3.1538461538461537
Antz (1998),3.1538461538461537
So I Married an Axe Murderer (1993),3.152173913043478
"Walk in the Clouds, A (1995)",3.15
Night at the Museum (2006),3.15
Marley & Me (2008),3.15
"World Is Not Enough, The (1999)",3.15
¡Three Amigos! (1986),3.1470588235294117
Pirates of the Caribbean: On Stranger Tides (2011),3.1470588235294117
Bend It Like Beckham (2002),3.1458333333333335
Young Guns II (1990),3.142857142857143
Mona Lisa Smile (2003),3.142857142857143
Strange Days (1995),3.142857142857143
Robin Hood: Men in Tights (1993),3.142857142857143
Hackers (1995),3.142857142857143
Wayne's World 2 (1993),3.142857142857143
Team America: World Police (2004),3.142857142857143
Whale Rider (2002),3.142857142857143
Oliver & Company (1988),3.142857142857143
"Perfect Storm, The (2000)",3.142857142857143
Disturbia (2007),3.142857142857143
Due Date (2010),3.142857142857143
"Wedding Date, The (2005)",3.142857142857143
